Address,Latitude,Longitude,ZIP_Code
1400 block of N. Glebe Road,38.8877811,-77.1183798,22207
1400 block of N. Greenbrier Street,38.8857139,-77.1292807,22205
1400 block of N. Harrison Street,38.8858962,-77.1301125,22205
1400 block of N. Hartford Street,38.888909,-77.09657729999999,22201
1400 block of N. Herndon Street,38.8887418,-77.0977472,22201
1400 block of N. Highland Street,38.8892812,-77.0952167,22201
1400 block of N. Hudson Street,38.8882602,-77.0984666,22201
1400 block of N. Illinois Street,38.8854445,-77.1311013,22205
1400 block of N. Inglewood Road,38.8842249,-77.1320452,22205
1400 block of N. Inglewood Street,38.8842249,-77.1320452,22205
1400 block of N. Jackson Street,38.8883409,-77.09954549999999,22201
1400 block of N. Johnson Street,38.8882808,-77.10008499999999,22201
1400 block of N. Kenilworth Street,38.883783,-77.1352812,22205
1400 block of N. Key Boulevard,38.896127,-77.0735961,22209
1400 block of N. Langston Boulevard,38.8984314,-77.0735991,22209
1400 block of N. Lee Highway,38.8964026,-77.1024052,22207
1400 block of N. Lincoln Street,38.8884782,-77.1032848,22201
1400 block of N. Longfellow Street,38.8818989,-77.1414235,22205
1400 block of N. Mckinley Road,38.8831194,-77.1440898,22205
1400 block of N. Meade Street,38.8903237,-77.0716266,22209
1400 block of N. Monroe Street,38.8885982,-77.1047155,22201
1400 block of N. Nash Street,38.8901313,-77.07252369999999,22209
1400 block of N. Nelson Street,38.8883716,-77.1055265,22201
1400 block of N. Nicholas Street,38.8835517,-77.1458495,22205
1400 block of N. Oak Street,38.8903753,-77.07349789999999,22209
1400 block of N. Patrick Henry Drive,38.8740204,-77.1430652,22205
1400 block of N. Powhatan Street,38.8843634,-77.1480445,22205
1400 block of N. Quincy Street,38.889396,-77.107061,22207
1400 block of N. Quinn Street,38.8904176,-77.0781746,22209
1400 block of N. Rhodes Street,38.8901207,-77.07903639999999,22209
1400 block of N. Roosevelt Street,38.8810641,-77.1548301,22205
1400 block of N. Scott Street,38.8891593,-77.0804299,22209
1400 block of N. Taft Street,38.8897706,-77.0817533,22201
1400 block of N. Troy Street,38.889679,-77.0828061,22201
1400 block of N. Tuckahoe Street,38.8809757,-77.15673989999999,22046
1400 block of N. Uhle Street,38.8897498,-77.0849827,22201
1400 block of N. Vermont Street,38.8882365,-77.1153163,22201
1400 block of N. Vernon Street,38.8884392,-77.1166967,22201
1400 block of N. Wakefield Street,38.8880787,-77.1176619,22207
1400 block of N. Wilson Boulevard,38.894398,-77.07351369999999,22209
1400 block of Patrick Henry Drive,38.8834617,-77.1377839,22205
1400 block of Richmond Highway,38.8608158,-77.05262359999999,22202
1400 block of S. 23rd Street,38.85313439999999,-77.069504,22202
1400 block of S. 24th Street,38.8799697,-77.1067698,22203
1400 block of S. 27th Court,38.8449572,-77.0770144,22206
1400 block of S. 28th Street,38.8419091,-77.1015787,22206
1400 block of S. Barton Street,38.85948339999999,-77.0831231,22204
1400 block of S. Clark Street,38.8608052,-77.0511149,22202
1400 block of S. Columbia Pike,38.8700006,-77.0653999,22204
1400 block of S. Crystal Drive,38.86102959999999,-77.0498801,22202
1400 block of S. Dinwiddie Street,38.8463852,-77.11153279999999,22206
1400 block of S. Eads Street,38.861461,-77.054675,22202
1400 block of S. Edgewood Street,38.8590682,-77.08550869999999,22204
1400 block of S. Fern Street,38.8606209,-77.05629750000001,22202
1400 block of S. George Mason Drive,38.85408779999999,-77.1020782,22204
1400 block of S. Glebe Road,38.8575102,-77.0906031,22204
1400 block of S. Grant Street,38.8606175,-77.05822520000001,22202
1400 block of S. Hayes,38.8614867,-77.0575257,22202
1400 block of S. Hayes Street,38.8614867,-77.0575257,22202
1400 block of S. Hayes Street/1200 block of S. Hayes Street,38.854832,-77.0595004,22202
1400 block of S. Jefferson Davis Highway,38.8786033,-77.0589906,22211
1400 block of S. Joyce Street,38.8619029,-77.0648111,22202
1400 block of S. Joyce Street/1100 block of Army Navy Drive,38.8619029,-77.0648111,22202
1400 block of S. Lynn Street,38.8623601,-77.0662109,22202
1400 block of S. Monroe Street,38.8571185,-77.0922808,22204
1400 block of S. Pollard Street,38.8561199,-77.0960152,22204
1400 block of S. Queen Street,38.8616012,-77.07261799999999,22204
1400 block of S. Randolph Street,38.85528619999999,-77.09921659999999,22204
1400 block of S. Rolfe Street,38.8608232,-77.07416409999999,22204
1400 block of S. Thomas Street,38.8542051,-77.10367260000001,22204
1400 block of S. Walter Reed Drive,38.8576831,-77.0883394,22204
1400 block of S. Walter Reed Drive/1500 block of 28th Street S./Army Navy Drive at S. Lynn Street,38.848082,-77.0740768,22206
1400 block of Wilson Boulevard,38.894398,-77.07351369999999,22209
1400 Garfield Street,38.888138,-77.0940905,22201
1400 S. Hayes Street,38.8614867,-77.0575257,22202
1425 S. Eads Street,38.8603945,-77.0531633,22202
14th Street at N. Courthouse Road,38.8896141,-77.08370099999999,22201
14th Street N,38.8883097,-77.1082368,22201
14th Street N.,38.8883097,-77.1082368,22201
14th Street S,38.8614728,-77.0739986,22204
1500 Arlington Boulevard,38.8908434,-77.0739657,22209
1500 block of 11th Street S,38.8642603,-77.0699183,22204
1500 block of 11th Street S.,38.8642603,-77.0699183,22204
1500 block of 12th Street N,38.8878909,-77.0742095,22209
1500 block of 12th Street N.,38.8878909,-77.0742095,22209
1500 block of 12th Street S.,38.8637816,-77.07000459999999,22204
1500 block of 13th Street S.,38.8631025,-77.0702307,22204
1500 block of 16th Court N.,38.892975,-77.0738633,22209
1500 block of 16th Road N,38.8928515,-77.0755147,22209
1500 block of 16th Road N.,38.8928515,-77.0755147,22209
1500 block of 16th Street N.,38.8921988,-77.0750242,22209
1500 block of 17th Street N,38.89364140000001,-77.0744528,22209
1500 block of 17th Street N.,38.89364140000001,-77.0744528,22209
1500 block of 18th Street N.,38.8954885,-77.07802269999999,22209
1500 block of 19th Street N,38.8970815,-77.0760578,22209
1500 block of 19th Street N.,38.8970815,-77.0760578,22209
1500 block of 20th Street S.,38.8553223,-77.07076950000001,22202
1500 block of 21st Court N,38.8999072,-77.07602589999999,22209
1500 block of 22nd Street N,38.8998303,-77.0754008,22209
1500 block of 22ND Street N.,38.8998303,-77.0754008,22209
1500 block of 22nd Street S.,38.8537584,-77.07061209999999,22202
1500 block of 28th Street S,38.848082,-77.0740768,22206
1500 block of 28th Street S.,38.848082,-77.0740768,22206
1500 block of Arlington Boulevard,38.8908434,-77.0739657,22209
1500 block of Army Navy Drive,38.8617438,-77.068066,22202
1500 block of Clarendon Boulevard,38.894144,-77.07401399999999,22209
1500 block of Clarendon Boulevard/15th Street N. and N. Uhle Street,38.8907544,-77.0847465,22201
1500 block of Colonial Terrace,38.8968975,-77.0758103,22209
1500 block of Colonial Trail,38.897312,-77.0743549,22209
1500 block of Columbia Pike,38.86686760000001,-77.0702834,22204
1500 block of Crystal Drive,38.8594445,-77.04959769999999,22202
1500 block of Fairfax Drive,38.8924033,-77.072484,22209
1500 block of Jefferson Davis Highway,38.2999887,-77.48216049999999,22401
1500 block of Key Boulevard,38.8957993,-77.0744794,22209
1500 block of Kirkwood Road,38.888895,-77.1011232,22201
1500 block of Langston Boulevard,38.8982848,-77.0753545,22209
1500 block of Lee Highway,38.2325069,-78.98054429999999,24437
1500 block of McKinley Road,38.8841786,-77.1435056,22205
1500 block of N 16 RD.,38.855864,-77.0885589,22204
1500 block of N. 12th Street,38.8799697,-77.1067698,22203
1500 block of N. 16th Road,38.8799697,-77.1067698,22203
1500 block of N. 17th Street,38.89364140000001,-77.0744528,22209
1500 block of N. 18th Street,38.8564963,-77.0802255,22204
1500 block of N. 21st Court,38.8997346,-77.0772032,22209
1500 block of N. 22nd Street,38.8799697,-77.1067698,22203
1500 block of N. Arlington Boulevard,38.8712252,-77.0975404,22204
1500 block of N. Buchanan Street,38.88798630000001,-77.1224041,22205
1500 block of N. Clarendon Boulevard,38.894144,-77.07401399999999,22209
1500 block of N. Colonial Court,38.897312,-77.0743549,22209
1500 block of N. Colonial Terrace,38.8968975,-77.0758103,22209
1500 block of N. Colonial Terrace/ 1500 block of N. Colonial Court/ 1400 block of Clarendon Boulevard,38.897312,-77.0743549,22209
1500 block of N. Courthouse Road,38.8910206,-77.0840537,22201
1500 block of N. Danville Street,38.889648,-77.09069790000001,22201
1500 block of N. Edgewood Street,38.88919870000001,-77.0917965,22201
1500 block of N. Edison Street,38.887047,-77.12497479999999,22205
1500 block of N. Fillmore Street,38.8899182,-77.0936006,22201
1500 block of N. Garfield Street,38.8889609,-77.094224,22201
1500 block of N. Glebe Road,38.889028,-77.11935629999999,22207
1500 block of N. Hancock Street,38.8896846,-77.0961287,22201
1500 block of N. Harrison Street,38.8866691,-77.1302024,22205
1500 block of N. Hartford Street,38.8894716,-77.0972768,22201
1500 block of N. Herndon Street,38.8895922,-77.0983933,22201
1500 block of N. Highland Street,38.8899403,-77.0955443,22201
1500 block of N. Ivanhoe Street,38.8850289,-77.1334442,22205
1500 block of N. Jefferson Street,38.8848019,-77.1346969,22205
